Orator,Entity Type,Entity Phrase,Entity Root,Grouping,Seed Term,Sentence
binladen,PERSON,tribal shaykhs,shaykhs,,,"It dwelt on the major gaps in the regime's philosophy and the main anomalies in the regime's foundations, pointing to the suffering of society's symbols and leaders calling for reform, such as the ulema, religious protagonists, tribal shaykhs, merchants, dignitaries, and university professors, who were marginalized, neutralized, and even pursued and harassed."
binladen,ORG,the Army,Army,,,"It discussed the state of the Army whose small numbers, poor training, and inefficient command were exposed by the Gulf crisis, despite the astronomical and unreasonable figures which had been mentioned and could not remain a secret."
binladen,GPE,The (Gaza- Jericho,Jericho,,,The (Gaza- Jericho)
binladen,GPE,southern Yemen,Yemen,,,"[agreement] and the case of the communists in southern Yemen are not too distant examples, and there are many others."
binladen,NORP,Muslims,Muslims,,,"Upholding temporal laws and supporting heretics against Muslims are prohibited in Islam, as the ulema have ruled."
binladen,PERSON,the ulema,ulema,,,"Upholding temporal laws and supporting heretics against Muslims are prohibited in Islam, as the ulema have ruled."
binladen,PERSON,Interior Minister Prince Nayif,Minister Prince Nayif,,,The person whom Interior Minister Prince Nayif is consulting [not further identified] was not tolerated in his own country because of his extreme dirt and affront to his people.
binladen,PERSON,Prince Nayif,Prince Nayif,,,"He was dismissed from his post but came to be received by Prince Nayif with open arms, for cooperation on sin and aggression."
binladen,PERSON,statelets,statelets,,,"That is why everyone agrees that ""a crooked stick cannot have a straight shadow"" and that there must be concentration on hitting the main enemy who has thrust the nation into whirlpools and labyrinths for decades since dividing it into states and statelets."
binladen,ORG,the Interior Ministry,the Interior Ministry,,,"Sometimes he would set loose his men in the Interior Ministry, who had graduated from Shari'ah colleges, to confuse and undermine the reform march and to draw the nation and the people away from that march, sometimes luring some righteous men to enter into a war of words with the ulema and the symbols of the reform movement to exhaust everyone's energy and keep the great heresy in control of the nation, misleading it and continuing the peripheral discussions while the worship of God and adherence to his Shari'ah are absent in reality."
binladen,PERSON,the ulema,ulema,,,"Sometimes he would set loose his men in the Interior Ministry, who had graduated from Shari'ah colleges, to confuse and undermine the reform march and to draw the nation and the people away from that march, sometimes luring some righteous men to enter into a war of words with the ulema and the symbols of the reform movement to exhaust everyone's energy and keep the great heresy in control of the nation, misleading it and continuing the peripheral discussions while the worship of God and adherence to his Shari'ah are absent in reality."
binladen,ORG,the Interior Ministry,the Interior Ministry,,,One should beware of these and similar diabolical tricks by the Interior Ministry.
binladen,PERSON,the ulema,ulema,,,"The appropriate behavior in such cases is what has been advised by the ulema, such as what the late Shaykh al-Islam Ibn-Taymiyah said, namely that all Muslims should join hands in warding off the great heresy controlling the Islamic world while sustaining minimum damage to prevent the greater damage which is in the fact the great heresy."
binladen,PERSON,the late Shaykh,Shaykh,,,"The appropriate behavior in such cases is what has been advised by the ulema, such as what the late Shaykh al-Islam Ibn-Taymiyah said, namely that all Muslims should join hands in warding off the great heresy controlling the Islamic world while sustaining minimum damage to prevent the greater damage which is in the fact the great heresy."
binladen,PERSON,Ibn-Taymiyah,Ibn-Taymiyah,,,"The appropriate behavior in such cases is what has been advised by the ulema, such as what the late Shaykh al-Islam Ibn-Taymiyah said, namely that all Muslims should join hands in warding off the great heresy controlling the Islamic world while sustaining minimum damage to prevent the greater damage which is in the fact the great heresy."
binladen,NORP,all Muslims,Muslims,,,"The appropriate behavior in such cases is what has been advised by the ulema, such as what the late Shaykh al-Islam Ibn-Taymiyah said, namely that all Muslims should join hands in warding off the great heresy controlling the Islamic world while sustaining minimum damage to prevent the greater damage which is in the fact the great heresy."
binladen,PERSON,Shaykh,Shaykh,,,Shaykh al-Islam
binladen,PERSON,Ibn-Taymiyah,Ibn-Taymiyah,,,"Ibn-Taymiyah said: ""Fighting in self-defense is the strongest way of warding off harm to honor and religion, and it is a collective duty."
binladen,NORP,all Muslims,Muslims,,,""" If warding off that aggressive enemy becomes impossible without all Muslims of all walks and ranks getting together, then that is their duty and they should in that case overlook some disputed issues."
binladen,NORP,the Muslims,Muslims,,,Overlooking such disputes at this stage is less harmful than continuation of the great heresy afflicting the countries of the Muslims.
binladen,ORG,the mujahidin,mujahidin,,,"Referring to the state of the mujahidin and Muslims, he said that if among them there happened to be very sinful soldiers, that would not justify abandoning the jihad against the aggressive enemy."
binladen,NORP,Muslims,Muslims,,,"Referring to the state of the mujahidin and Muslims, he said that if among them there happened to be very sinful soldiers, that would not justify abandoning the jihad against the aggressive enemy."
binladen,NORP,the Tatars,Tatars,,,"After discussing the case of the Tatars and their change of God's laws, he, may God have mercy on his soul, said that ""agreement on fighting them fully would please God, uphold his word, and establish his religion and obedience to his Prophet."
binladen,PERSON,his Prophet,Prophet,,,"After discussing the case of the Tatars and their change of God's laws, he, may God have mercy on his soul, said that ""agreement on fighting them fully would please God, uphold his word, and establish his religion and obedience to his Prophet."
binladen,NORP,[Muslims,Muslims,,,"If some among them [Muslims] happen to be sinful and ill intentioned, fighting for leadership or offending others on some matters, and if the religious harm of not fighting them is greater than the harm of fighting them, then the duty is to fight them to ward off the greater harm."
binladen,PERSON,the Prophet,Prophet,,,"That is why one of the principles of the Sunnah and the [Prophet's] group is to do conquest using every good as well as sinful person, for God supports this in the interest of the cause of religion because, as the Prophet, may God's prayers and blessings be upon him, said, if conquest can only be achieved with the help of sinful princes or very sinful soldiers, then one of two things must be done:"
binladen,ORG,[daf,daf,,,"There is no greater duty after faith than warding [daf'] off [that enemy], namely the Israeli-American alliance occupying the land of the two holy mosques and the land of the ascension of the Prophet, may God's prayers and blessings be upon him."
binladen,PERSON,the Prophet,Prophet,,,"There is no greater duty after faith than warding [daf'] off [that enemy], namely the Israeli-American alliance occupying the land of the two holy mosques and the land of the ascension of the Prophet, may God's prayers and blessings be upon him."
binladen,NORP,The Muslims,Muslims,,,"The Muslims are reminded that they should avoid infighting between sons of the Muslim nation because that will have dire consequences, the most important being:  1."
binladen,ORG,the mujahidin,mujahidin,,,"Here we pause and urge our brothers the people, the mujahidin, to preserve that wealth and not to involve it in the battle because it is a great Islamic wealth and a great and important economic power for the coming Islamic state, God willing."
binladen,GPE,the aggressive United States,United States,,,"We also firmly warn the aggressive United States against burning that Islamic wealth at the end of the war for fear of it falling into the hands of its legitimate owners and to harm its economic rivals in Europe and the Far East, especially Japan, which is considered the main consumer of the region's oil."
binladen,GPE,especially Japan,Japan,,,"We also firmly warn the aggressive United States against burning that Islamic wealth at the end of the war for fear of it falling into the hands of its legitimate owners and to harm its economic rivals in Europe and the Far East, especially Japan, which is considered the main consumer of the region's oil."
binladen,GPE,Israel,Israel,,,"Partition of the country of the two holy mosques with Israel taking the northern part Partition of the land of the two holy mosques is considered to be an urgent demand of the Jewish-crusade alliance, because the existence of a state of such size and with such resources under sound Islamic rule, which, God willing, is coming, would be a threat to the Jewish entity in Palestine, for the land of the two holy mosques would be a symbol for the unity of the Islamic world because of the presence of the holy Ka'bah,"
binladen,GPE,the Jewish-crusade alliance,Jewish-crusade alliance,,,"Partition of the country of the two holy mosques with Israel taking the northern part Partition of the land of the two holy mosques is considered to be an urgent demand of the Jewish-crusade alliance, because the existence of a state of such size and with such resources under sound Islamic rule, which, God willing, is coming, would be a threat to the Jewish entity in Palestine, for the land of the two holy mosques would be a symbol for the unity of the Islamic world because of the presence of the holy Ka'bah,"
binladen,GPE,Palestine,Palestine,,,"Partition of the country of the two holy mosques with Israel taking the northern part Partition of the land of the two holy mosques is considered to be an urgent demand of the Jewish-crusade alliance, because the existence of a state of such size and with such resources under sound Islamic rule, which, God willing, is coming, would be a threat to the Jewish entity in Palestine, for the land of the two holy mosques would be a symbol for the unity of the Islamic world because of the presence of the holy Ka'bah,"
binladen,NORP,all Muslims,Muslims,,,the qiblah of all Muslims.
binladen,GPE,happy Yemen,Yemen,,,That is in addition to the strategic depth and extended manpower fighting for God in happy Yemen.
binladen,PERSON,the Prophet,Prophet,,,"As the Prophet, may God's prayers and blessings be upon him, said, ""and from Aden and Abyan would come 12,000 who would support God and his Prophet, and they are among the best of us."
binladen,GPE,Aden,Aden,,,"As the Prophet, may God's prayers and blessings be upon him, said, ""and from Aden and Abyan would come 12,000 who would support God and his Prophet, and they are among the best of us."
binladen,PERSON,his Prophet,Prophet,,,"As the Prophet, may God's prayers and blessings be upon him, said, ""and from Aden and Abyan would come 12,000 who would support God and his Prophet, and they are among the best of us."
binladen,ORG,the Armed Forces,the Armed Forces,,,"Our brothers in the Armed Forces, National Security, and security forces, may God preserve you as defenders of Islam and Muslim:"
binladen,ORG,National Security,National Security,,,"Our brothers in the Armed Forces, National Security, and security forces, may God preserve you as defenders of Islam and Muslim:"
binladen,NORP,Muslim,Muslim,,,"Our brothers in the Armed Forces, National Security, and security forces, may God preserve you as defenders of Islam and Muslim:"
binladen,PERSON,", al-Muthanna Bin-Harithah al-Shibani",al-Muthanna Bin-Harithah al-Shibani,,,"O protectors of monotheism and guardians of the faith; O successors of those who spread the light of guidance in the world; O grandsons of Sa'd Bin-Abi-Waqqas, al-Muthanna Bin-Harithah al-Shibani, al-Qa'qa' Bin-'Amr al-Tamimi, and the companions who fought alongside them:"
binladen,PERSON,Bin-'Amr al-Tamimi,Bin-'Amr al-Tamimi,,,"O protectors of monotheism and guardians of the faith; O successors of those who spread the light of guidance in the world; O grandsons of Sa'd Bin-Abi-Waqqas, al-Muthanna Bin-Harithah al-Shibani, al-Qa'qa' Bin-'Amr al-Tamimi, and the companions who fought alongside them:"
binladen,ORG,the Army,Army,,,"You rushed to join the Army and the Guard merely to join the jihad for the cause of God in order to spread the word of God and to defend Islam and the land of the two holy mosques against invaders and occupiers, which is the highest degree of belief in religion."
binladen,ORG,the Guard,Guard,,,"You rushed to join the Army and the Guard merely to join the jihad for the cause of God in order to spread the word of God and to defend Islam and the land of the two holy mosques against invaders and occupiers, which is the highest degree of belief in religion."
binladen,NORP,the Jews,Jews,,,"al-Aqsa Mosque]—despite the promises made by the rulers over half a century to work to recover it, but instead, the al-Aqsa Mosque has been handed to the Jews, and the nation's wounds are still bleeding—despite all this, the Saudi regime shocked the nation by bringing the women of Christian armies to defend it and opening the country of the two holy mosques to the crusaders."
binladen,ORG,the crusaders,crusaders,,,"al-Aqsa Mosque]—despite the promises made by the rulers over half a century to work to recover it, but instead, the al-Aqsa Mosque has been handed to the Jews, and the nation's wounds are still bleeding—despite all this, the Saudi regime shocked the nation by bringing the women of Christian armies to defend it and opening the country of the two holy mosques to the crusaders."
binladen,GPE,the United States,the United States,,,The regime opened the country which is now full of the armies of the United States and its allies.
binladen,NORP,Muslims,Muslims,,,So the regime has betrayed the nation and allied with and supported the infidels against Muslims.
binladen,GPE,the Arabian Peninsula,Arabian Peninsula,,,"By opening the Arabian Peninsula to the crusaders, the regime has violated the Prophet's will to his nation before his death: ""Move the atheists out of the Arabian Peninsula."""
binladen,ORG,the crusaders,crusaders,,,"By opening the Arabian Peninsula to the crusaders, the regime has violated the Prophet's will to his nation before his death: ""Move the atheists out of the Arabian Peninsula."""
binladen,GPE,the Arabian Peninsula,Arabian Peninsula,,,"By opening the Arabian Peninsula to the crusaders, the regime has violated the Prophet's will to his nation before his death: ""Move the atheists out of the Arabian Peninsula."""
binladen,NORP,the Jews,Jews,,,"He also said: ""If I live, God willing, I will move the Jews and the Christians out of the Arabian Peninsula."""
binladen,NORP,the Christians,Christians,,,"He also said: ""If I live, God willing, I will move the Jews and the Christians out of the Arabian Peninsula."""
binladen,GPE,the Arabian Peninsula,Arabian Peninsula,,,"He also said: ""If I live, God willing, I will move the Jews and the Christians out of the Arabian Peninsula."""
binladen,GPE,Iraq,Iraq,,,"The claim that the crusaders' presence in the land of the two holy mosques is a necessity and a temporary matter aimed at defending this land is an old and obsolete story, especially after the brutal destruction of Iraq and its military and civilian infrastructures."
binladen,ORG,the crusaders,crusaders,,,This claim reflects the scale of the crusaders' and Jews' spite toward Muslims and their children.
binladen,NORP,Muslims,Muslims,,,This claim reflects the scale of the crusaders' and Jews' spite toward Muslims and their children.
binladen,GPE,the United States,the United States,,,"Besides, this claim is no longer valid following the statements made by the leaders of atheism in the United States, the most recent being that of US Defense Secretary William Perry after the al-Khubar blast targeting US troops."
binladen,PERSON,US Defense Secretary William Perry,Secretary William Perry,,,"Besides, this claim is no longer valid following the statements made by the leaders of atheism in the United States, the most recent being that of US Defense Secretary William Perry after the al-Khubar blast targeting US troops."
binladen,GPE,the al-Khubar blast,al-Khubar blast,,,"Besides, this claim is no longer valid following the statements made by the leaders of atheism in the United States, the most recent being that of US Defense Secretary William Perry after the al-Khubar blast targeting US troops."
binladen,GPE,US troops,US troops,,,"Besides, this claim is no longer valid following the statements made by the leaders of atheism in the United States, the most recent being that of US Defense Secretary William Perry after the al-Khubar blast targeting US troops."
binladen,GPE,US interests,US interests,,,He said that their presence in the land of the two holy mosques is aimed at protecting US interests.
binladen,PERSON,Shaykh Safar al-Hawali,Shaykh Safar al-Hawali,,,Shaykh Safar al-Hawali —
binladen,GPE,the US presence,US presence,,,may God help him — wrote a 70-page book in which he listed evidence and proofs that the US presence in the Arabian Peninsula is a pre-planned military occupation.
binladen,GPE,the Arabian Peninsula,Arabian Peninsula,,,may God help him — wrote a 70-page book in which he listed evidence and proofs that the US presence in the Arabian Peninsula is a pre-planned military occupation.
binladen,NORP,Muslims,Muslims,,,"The claim is another trick by the regime, but it will not fool Muslims as its first trick fooled the Palestinian mujahidin."
binladen,ORG,the Palestinian mujahidin,mujahidin,,,"The claim is another trick by the regime, but it will not fool Muslims as its first trick fooled the Palestinian mujahidin."
binladen,GPE,Palestine,Palestine,,,"When the Muslim people in Palestine rose up in their great jihad against the British occupation in 1354 H, corresponding to 1936, Britain failed to stop the mujahidin or their jihad."
binladen,GPE,Britain,Britain,,,"When the Muslim people in Palestine rose up in their great jihad against the British occupation in 1354 H, corresponding to 1936, Britain failed to stop the mujahidin or their jihad."
binladen,ORG,the mujahidin,mujahidin,,,"When the Muslim people in Palestine rose up in their great jihad against the British occupation in 1354 H, corresponding to 1936, Britain failed to stop the mujahidin or their jihad."
binladen,GPE,Palestine,Palestine,,,"Their devil inspired them that the armed jihad in Palestine can only be stopped through their agent, King 'Abd-al-'Aziz, who they believed was capable of deceiving the mujahidin."
binladen,ORG,the mujahidin,mujahidin,,,"Their devil inspired them that the armed jihad in Palestine can only be stopped through their agent, King 'Abd-al-'Aziz, who they believed was capable of deceiving the mujahidin."
binladen,ORG,mujahidin leaders,mujahidin leaders,,,And indeed King 'Abd-al-'Aziz carried out his mission by sending his two sons to meet with mujahidin leaders in Palestine and inform him of King 'Abd-al-'Aziz' pledge to guarantee the British Government's promises that it would withdraw and meet their demands if they halted the jihad.
binladen,GPE,Palestine,Palestine,,,And indeed King 'Abd-al-'Aziz carried out his mission by sending his two sons to meet with mujahidin leaders in Palestine and inform him of King 'Abd-al-'Aziz' pledge to guarantee the British Government's promises that it would withdraw and meet their demands if they halted the jihad.
binladen,NORP,the Christians,Christians,,,He allied himself with the Christians against Muslims.
binladen,NORP,Muslims,Muslims,,,He allied himself with the Christians against Muslims.
binladen,ORG,the mujahidin,mujahidin,,,"And he abandoned the mujahidin, instead of espousing the al-Aqsa Mosque issue and supporting those struggling for the sake of God's cause."
binladen,PERSON,King Fahd,King Fahd,,,"And here is his son, King Fahd, trying to fool Muslims with the second trick in order to squander our remaining holy sites."
binladen,NORP,Muslims,Muslims,,,"And here is his son, King Fahd, trying to fool Muslims with the second trick in order to squander our remaining holy sites."
binladen,PERSON,the ulema,ulema,,,He lied to the ulema who sanctioned the Americans' entry and he lied to the Islamic world's ulema and leaders at the [World Muslim] League's conference in holy Mecca in the wake of the Islamic world's condemnation of the crusader forces' entry into the country of the two holy mosques on the pretext of defending it.
binladen,GPE,holy Mecca,Mecca,,,He lied to the ulema who sanctioned the Americans' entry and he lied to the Islamic world's ulema and leaders at the [World Muslim] League's conference in holy Mecca in the wake of the Islamic world's condemnation of the crusader forces' entry into the country of the two holy mosques on the pretext of defending it.
binladen,NORP,the Americans,Americans,,,It has continued to lie to people and claim that the Americans will depart...which is impossible.
binladen,ORG,the Army,Army,,,"Instead of pushing the Army, the Guard, and the security men to confront the occupiers, the regime is using them to protect the occupiers, which is the highest degree of humiliation, insult, and treason."
binladen,ORG,the Guard,Guard,,,"Instead of pushing the Army, the Guard, and the security men to confront the occupiers, the regime is using them to protect the occupiers, which is the highest degree of humiliation, insult, and treason."
binladen,ORG,the Army,Army,,,"We remind the minority of people in the Army, police, Guard, and security forces, who are being humiliated by the regime to get them to encroach on Muslims' rights and lives, of Almighty God's words in the divine hadith: ""I declare war on those who are hostile toward holy men."""
binladen,ORG,Guard,Guard,,,"We remind the minority of people in the Army, police, Guard, and security forces, who are being humiliated by the regime to get them to encroach on Muslims' rights and lives, of Almighty God's words in the divine hadith: ""I declare war on those who are hostile toward holy men."""
binladen,PERSON,the Prophet,Prophet,,,"And also of the Prophet's saying: ""A man will come holding the hand of another, saying: O God, this man killed me [talking about the Day of Judgment]"
binladen,PERSON,The Prophet,Prophet,,,"The Prophet is also reported to have said: ""The murdered will come on the Day of Judgment, clinging to his murderer."
binladen,ORG,our regular Armed Forces,Armed Forces,,,But you are aware that this stage requires the adoption of suitable combat methods due to the lack of parity between our regular Armed Forces and the enemy's forces.
binladen,ORG,the Armed Forces,the Armed Forces,,,"In other words, by waging guerrilla warfare in which the people's sons other than the Armed Forces take part."
binladen,ORG,the Armed Forces,the Armed Forces,,,"As is known, it is wise at this stage to spare the Armed Forces the task of engaging in traditional fighting with the crusader enemy's forces."
binladen,ORG,the Armed Forces,the Armed Forces,,,"This is with the exception of daring and powerful operations carried out separately by individuals from the Armed Forces, that is, without mobilizing regular forces with their traditional formations, and in a manner that would not reflect adversely on the Army, unless there are great interests to be gained and heavy losses to inflicted on the enemy—losses that destroy its foundations and rock its Pillars—losses that help to expel the enemy, routed—ensuring that no Muslim blood is shed in the process."
binladen,ORG,the Army,Army,,,"This is with the exception of daring and powerful operations carried out separately by individuals from the Armed Forces, that is, without mobilizing regular forces with their traditional formations, and in a manner that would not reflect adversely on the Army, unless there are great interests to be gained and heavy losses to inflicted on the enemy—losses that destroy its foundations and rock its Pillars—losses that help to expel the enemy, routed—ensuring that no Muslim blood is shed in the process."
binladen,ORG,your mujahidin brothers,mujahidin brothers,,,What your mujahidin brothers and sons want from you at this stage is to provide every possible support: information and the materials and arms needed for their work.
binladen,ORG,the mujahidin,mujahidin,,,"And they want the security men — in particular — to turn a blind eye and deceive the enemy about their whereabouts, spread false rumors among its ranks, and do whatever is viable to help the mujahidin against the occupying enemy."
binladen,ORG,the Armed Forces,the Armed Forces,,,"We alert you to the fact that the regime might carry out operations against members of the Armed Forces, Guard, or security forces and try to attribute them to the mujahidin with a view to driving a wedge between them and you."
binladen,ORG,the mujahidin,mujahidin,,,"We alert you to the fact that the regime might carry out operations against members of the Armed Forces, Guard, or security forces and try to attribute them to the mujahidin with a view to driving a wedge between them and you."
binladen,GPE,the occupying US enemy,US enemy,,,"While we know that the regime is fully responsible for what has afflicted the country and the people, the main disease and the cause of the affliction is the occupying US enemy."
binladen,GPE,the Arabian Peninsula,Arabian Peninsula,,,"Muslim brothers everywhere, the Arabian Peninsula in particular:  The money paid for US goods is turning into bullets [fired at] the chests of our brothers in Palestine, and tomorrow the chests of the sons of the country of the two holy mosques; by buying their goods we are strengthening their economy while we continue to become poorer."
binladen,GPE,US goods,US goods,,,"Muslim brothers everywhere, the Arabian Peninsula in particular:  The money paid for US goods is turning into bullets [fired at] the chests of our brothers in Palestine, and tomorrow the chests of the sons of the country of the two holy mosques; by buying their goods we are strengthening their economy while we continue to become poorer."
binladen,GPE,Palestine,Palestine,,,"Muslim brothers everywhere, the Arabian Peninsula in particular:  The money paid for US goods is turning into bullets [fired at] the chests of our brothers in Palestine, and tomorrow the chests of the sons of the country of the two holy mosques; by buying their goods we are strengthening their economy while we continue to become poorer."
binladen,GPE,US arms,US arms,,,"Is it reasonable for our country to be the biggest importer of US arms in the world, a trade partner of the Americans in the region—he Americans who are occupying the country of the two holy mosques and supporting their Jewish brothers with money, arms, and men to occupy Palestine and kill and displace Muslims there?!!"
binladen,NORP,the Americans,Americans,,,"Is it reasonable for our country to be the biggest importer of US arms in the world, a trade partner of the Americans in the region—he Americans who are occupying the country of the two holy mosques and supporting their Jewish brothers with money, arms, and men to occupy Palestine and kill and displace Muslims there?!!"
binladen,NORP,the region—he Americans,the region—he Americans,,,"Is it reasonable for our country to be the biggest importer of US arms in the world, a trade partner of the Americans in the region—he Americans who are occupying the country of the two holy mosques and supporting their Jewish brothers with money, arms, and men to occupy Palestine and kill and displace Muslims there?!!"
binladen,GPE,Palestine,Palestine,,,"Is it reasonable for our country to be the biggest importer of US arms in the world, a trade partner of the Americans in the region—he Americans who are occupying the country of the two holy mosques and supporting their Jewish brothers with money, arms, and men to occupy Palestine and kill and displace Muslims there?!!"
binladen,NORP,Muslims,Muslims,,,"Is it reasonable for our country to be the biggest importer of US arms in the world, a trade partner of the Americans in the region—he Americans who are occupying the country of the two holy mosques and supporting their Jewish brothers with money, arms, and men to occupy Palestine and kill and displace Muslims there?!!"
binladen,NORP,the Jews,Jews,,,"By doing that we will have contributed to ridding our holy sites of the Jews and Christians and forced them to leave our land, defeated, God willing."
binladen,NORP,Christians,Christians,,,"By doing that we will have contributed to ridding our holy sites of the Jews and Christians and forced them to leave our land, defeated, God willing."
binladen,GPE,US goods,US goods,,,We expect women in the country of the two holy mosques and elsewhere to play their role by boycotting US goods.
binladen,NORP,the Muslims,Muslims,,,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,ORG,their mujahidin brothers,mujahidin brothers,,,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,GPE,the US enemy,US enemy,,,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,NORP,the Muslims,Muslims,,,"If the Muslims do not cooperate with and support their mujahidin brothers by severing economic dealings with the US enemy, then they are paying him money, which is the foundation of wars and armies, hence prolonging the war and the Muslims' suffering from it."
binladen,NORP,young Muslims,Muslims,,,"Before concluding, we have an important, very important, discussion with young Muslims, the men of the bright future of Muhammad's nation."
binladen,NORP,them—have,them—have,,,Our discussion with the young men is about their duty at this difficult stage in the history of our nation—the stage in which no one except the young men — may God protect them—have performed their duty in all directions.
binladen,PERSON,the Prophet,Prophet,,,"'Abd-al-Rahman Bin-'Awf, may God be pleased with him, said: A young man told me: I heard that Abu-Jahl insulted the Prophet, peace be upon him."
binladen,PERSON,Muhammad,Muhammad,,,A companion [of Muhammad] said: I swear by God that if I see him I will fight with him until the strongest wins.
binladen,PERSON,Badr,Badr,,,"Two young men asking one another about the most important target among the enemy's ranks, namely to kill the tyrant of this nation and the leader of the atheists in Badr, namely Abu-Jahl. '"
binladen,PERSON,Umayyah Bin-Khalaf,Umayyah Bin-Khalaf,,,'Abd-al-Rahman Bin-'Awf's story about Umayyah Bin-Khalaf reflects the extent of Bilal's insistence on killing the head of atheism.
binladen,PERSON,Umayyah Bin-Khalaf,Umayyah Bin-Khalaf,,,"He said ""The head of atheism is Umayyah Bin-Khalaf — no life for me if he survives."""
binladen,GPE,the US defense secretary,US defense secretary,,,"A few days ago news agencies carried a statement by the occupier-crusader, the US defense secretary, in which he said that he has learned one lesson from the Riyadh and al-Khubar blasts, namely not to retreat in front of the terrorist cowards."
binladen,GPE,the Riyadh,Riyadh,,,"A few days ago news agencies carried a statement by the occupier-crusader, the US defense secretary, in which he said that he has learned one lesson from the Riyadh and al-Khubar blasts, namely not to retreat in front of the terrorist cowards."
binladen,GPE,al-Khubar blasts,al-Khubar blasts,,,"A few days ago news agencies carried a statement by the occupier-crusader, the US defense secretary, in which he said that he has learned one lesson from the Riyadh and al-Khubar blasts, namely not to retreat in front of the terrorist cowards."
binladen,GPE,Beirut,Beirut,,,"Where was that false courage in Beirut after the bombings of 1403H, corresponding to 1983, which dismembered you by killing 241 soldiers, most of them from the Marines?"
binladen,ORG,the Marines,Marines,,,"Where was that false courage in Beirut after the bombings of 1403H, corresponding to 1983, which dismembered you by killing 241 soldiers, most of them from the Marines?"
binladen,GPE,Aden,Aden,,,Where was that false courage in Aden following two bombing incidents which caused you to depart in less than 24 hours?
binladen,GPE,Somalia,Somalia,,,But your great scandal was in Somalia.
binladen,NORP,"28,000 Americans",Americans,,,"After several months of media propaganda about the United States' might after the Cold War and its leadership of the new world order, you poured tens of thousands of international troops, including 28,000 Americans, into Somalia."
binladen,GPE,Somalia,Somalia,,,"After several months of media propaganda about the United States' might after the Cold War and its leadership of the new world order, you poured tens of thousands of international troops, including 28,000 Americans, into Somalia."
binladen,GPE,Mogadishu,Mogadishu,,,"However, after minor battles in which scores of your troops were killed and a US pilot's body was dragged through the streets of Mogadishu, you left the country, defeated and carrying your dead."
binladen,PERSON,Clinton,Clinton,,,"Clinton emerged before the world, threatening to take revenge."
binladen,GPE,Beirut,Beirut,,,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,GPE,Aden,Aden,,,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,GPE,Mogadishu,Mogadishu,,,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,NORP,every Muslim,Muslim,,,"The picture of you being defeated in the three Islamic cities (Beirut, Aden, and Mogadishu) pleased every Muslim and believer."
binladen,NORP,the Russians,Russians,,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,GPE,Afghanistan,Afghanistan,,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,NORP,the Serbs,Serbs,,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,GPE,Bosnia-Herzegovina,Bosnia-Herzegovina,,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,GPE,Chechnya,Chechnya,,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,NORP,the Russians,Russians,,,"I say: If the sons of the country of the two holy mosques—who went to fight the Russians in Afghanistan, the Serbs in Bosnia-Herzegovina, and who are now fighting in Chechnya, and God has granted them victory over the Russians, who are allying with you—and"
binladen,NORP,all Muslims,Muslims,,,"they are also fighting in Tajikistan—believe in the need to fight against atheism everywhere, they have the strength and enthusiasm in the land in which they were born to defend their greatest holy sites, the holy Ka'bah, the qiblah of all Muslims."
binladen,NORP,Muslims,Muslims,,,"They also know that Muslims in the world [a portion of the text is missing at this point; if pagination of fax copy is correct, this suggests two pages, approximately 1,600 words, are missing."
binladen,GPE,The Jerusalem wound,Jerusalem wound,,,"The Jerusalem wound is painful in my body, it is like fire inside me; I have never betrayed God, but states have."
binladen,PERSON,Asim Bin-Thabit,Asim Bin-Thabit,,,And their grandfather 'Asim Bin-Thabit said when the atheists requested him to negotiate and not to fight: What do I have to lose—I am already too old; death is truth and life
